keywords,score
中央政治局向东航飞行事故遇难同胞默哀,0.3628918528556824
郑秀妍疑似抵达长沙,0.3067779541015625
EDG BP,0.06587135791778564
李俊昊确诊新冠,0.030525803565979004
杨紫说顾魏求婚后最甜,0.0116959810256958
四川米线到底有多辣,0.4108027219772339
美国防战略报告称中国为最重要的竞争对手,0.05326765775680542
心居顾昕出轨对象是冯茜茜,0.33589398860931396
丁程鑫版小鸡恰恰舞,0.023426055908203125
傀影,0.022388815879821777
济南新增1例本土无症状感染者,0.048941612243652344
Hero淘汰,0.14017343521118164
爆浆冰麻薯有多好吃,0.3781495690345764
派大星跟海绵宝宝有仇吧,0.4133344888687134
小米起诉自媒体作者凌建平,0.33064520359039307
TheShy二连MVP,0.035453617572784424
遛个狗把主人给遛崩溃了,0.35867464542388916
男生耗时1个月给女友妈妈做包,0.2108362317085266
蔡文静彭冠英演的情侣好刺激,0.009167730808258057
长征六号改运载火箭成功发射,0.07380378246307373
语义错误,0.1433168649673462
这是摸鱼的最高境界吧,0.07193243503570557
俄驻日大使称日本更应向美国提要求,0.3542214632034302
原来男生也会炫耀对象送的礼物,0.04636579751968384
在韩打工人与韩式英语和解,0.3501262664794922
i茅台成为AppStore免费榜第一,0.05476212501525879
长春 欧亚,0.05495274066925049
竟然被自己做的蛋挞惊到了,0.11248397827148438
现代版与君初相识有多丝滑,0.017430901527404785
学霸情侣在牛津大学图书馆约定终身,0.06794899702072144
第一次见会牧羊的猫,0.22716164588928223
不是很懂猫这种生物,0.1415313482284546
天际蓝和志愿红为抗疫贡献青春力量,0.03798931837081909
以前的歌星上节目有多卷,0.011226832866668701
三星堆新馆长什么样,0.23852121829986572
河南许昌7岁走失女童已不幸离世,0.16394919157028198
会爆汁的曲奇有多绝,0.36467987298965454
自己在家也能做的调酒,0.01109093427658081
全面排查整治各行业领域安全隐患,0.0413549542427063
蔡文静彭冠英演的情侣好刺激,0.009167730808258057
驾驶证买分卖分将被重罚,0.14318454265594482
南京地铁,0.27129465341567993
这才是高质量恋爱脑,0.052602529525756836
饿了么崩了,0.39995795488357544
但凡走错一步你俩都赢了,0.4549853205680847
樊振东世界排名断层第一,0.04889124631881714
考研调剂系统4月6日开通,0.15157395601272583
女子遛狗不拴绳吓哭孩子后强词夺理,0.44925326108932495
外交部回应赴澳留学生被无端盘查,0.42197299003601074
仪态对气质影响有多大,0.3139690160751343
童瑶冯绍峰心居婚内借款应该还吗,0.050797462463378906
南派三叔公司1547万股权被冻结,0.4379647374153137
医院回应医生被妻子举报拿大额回扣,0.36813515424728394
男子让位后排队尾大家将他领回原位,0.35664135217666626
LPL季后赛延期,0.3937108516693115
流星花园菲律宾版F4,0.06581056118011475
猫头鹰上演动物界向人类求助范本,0.020184040069580078
掉一根葱被捡走骑车追两公里讨回,0.15845346450805664
乌鲁木齐新增1例阳性,0.035664916038513184
上海将向防控一线人员发放补助补贴,0.4840549826622009
南京新增阳性感染者曾乘G1822,0.10517096519470215
顾魏衣服上的英文,0.1811457872390747
马龙海上随拍,0.055042266845703125
90后出纳挪用公款4800万打赏女主播,0.3410329818725586
猫咪是如何给主人梳毛的,0.022096455097198486
肥城 疫情,0.3142351508140564
为什么想看一场五月天演唱会,0.03801316022872925
阴阳师,0.06682997941970825
被朋友请听好治愈了,0.06601828336715698
上海蒙山菜场回应2颗白菜93元,0.4944862723350525
俄亿万富翁阿布拉莫维奇疑遭下毒,0.3520878553390503
大妈吃浸泡2天木耳次日住进ICU,0.39188599586486816
俄乌第5轮谈判,0.1364399790763855
杨学锦,0.037539124488830566
能让人生完整的只有自己,0.014599502086639404
不同人眼中的警察都是什么样,0.02451932430267334
黑匣子已找到为何搜寻工作仍在进行,0.06319975852966309
俄罗斯足协可能加入亚足联,0.29100173711776733
衣帽间能提升幸福感吗,0.47519397735595703
田柾国感染新冠,0.030934691429138184
喜欢你我也是3宣传片,0.12239056825637817
埃兹拉米勒被捕,0.20507115125656128
陕西居民人均可支配收入28568元,0.3185504078865051
长辈真的只能用老年机吗,0.2523720860481262
迪丽热巴说喜欢一个人不用撩,0.03737688064575195
哪些原因容易引发睡眠障碍,0.3272268772125244
95后科研女孩把汉服玩明白了,0.021924734115600586
受伤猫头鹰轻车熟路二次求助消防员,0.31900399923324585
宫本武藏无敌归来,0.011116325855255127
肖战杨紫余生片场分享上学趣事,0.01192086935043335
完美世界影视董事长兼CEO廉洁去世,0.10358315706253052
网红减脂餐为何越吃越肥,0.4873653054237366
男子组织他人从香港偷渡入境被批捕,0.3817726969718933
大熊猫和饲养员贴贴后得意地笑,0.3298676013946533
90后是垮掉的一代叔叔阿姨,0.19993501901626587
上海闵行鲁Q送菜来了,0.20977246761322021
用五月天的歌打开青春,0.010633766651153564
逆水寒,0.40678828954696655
95后科研女孩把汉服玩明白了,0.021924734115600586
上海将向防控一线人员发放补助补贴,0.4840549826622009
科学家发现电子产品终极速度,0.029415130615234375
杨紫称人生不该有摆烂的心态,0.011920392513275146
谷爱凌不说儿话音有多上头,0.2563525438308716
孔雪儿香蕉先生不睡觉婚纱造型,0.08279561996459961
国际乒联第13周排名,0.03241097927093506
女子凌晨煮饺子给大白吃,0.28223663568496704
英法与拜登涉普京言论撇清关系,0.1946292519569397
谷爱凌时装四月封面,0.035450279712677
肯德基早餐,0.06573903560638428
陈立农说时尚天团来了,0.08342421054840088
猫咪的无效运动,0.3462270498275757
一个男生分手后的逆袭之路,0.026593267917633057
上海新增确诊96例无症状4381例,0.08340710401535034
青岛铺设超大二维码,0.07016444206237793
翟潇闻说已经感受不到舌头的存在了,0.08626210689544678
辽宁省副省长郝春荣被查,0.4387264847755432
徐州疫情,0.24634963274002075
屠户家的小娘子改名,0.11629617214202881
俄罗斯称不会在乌克兰用核武器,0.4025748372077942
MU5735飞行事故调查存在3大挑战,0.0884474515914917
甄嬛十级学者看与君初相识,0.01085960865020752
浦东封控,0.2247384786605835
迪丽热巴回应古装造型硬朗,0.016008973121643066
你每天用的防晒安全吗,0.490100622177124
肯德基早餐,0.06573903560638428
龚俊SuperELLE四月刊封面,0.019541680812835693
油价,0.43033599853515625
心居,0.07261860370635986
春天要买的第一只包,0.01245272159576416
WBG击败EDG,0.06719076633453369
不期而至首支预告片,0.016179680824279785
故宫帅气师徒带火钟表修复职业,0.09214520454406738
独生子女会感到孤独吗,0.14457309246063232
腾讯官方回应电脑版微信登不上,0.13654255867004395
正收集更多飞机残骸和事故视频,0.008133947849273682
当代冤种姐妹图鉴,0.0366511344909668
男子插队核酸被阻追砍大白获刑9个月,0.32044506072998047
90后是垮掉的一代叔叔阿姨,0.19993501901626587
油价,0.43033599853515625
安徽ETC将停止提供微信支付服务,0.46832597255706787
G7拒绝使用卢布结算,0.42659735679626465
杭州一小区网红裸背拍照宝妈担心带坏孩子,0.22350984811782837
吉林本次疫情累计密接106306人,0.2968999147415161
玉面桃花总相逢,0.0638924241065979
十七新歌那个男同学,0.015379905700683594
全国多地物资驰援上海,0.08508294820785522
谁不想跟美嘉一样快乐呢,0.4517764449119568
警方回应女幼师教唆学生围攻女孩,0.3684493899345398
中国代表揭露美国对印第安人种族灭绝事实,0.032211482524871826
电脑版微信登不上,0.12281608581542969
霉霉将被纽约大学授予荣誉博士学位,0.028357326984405518
这届年轻人的钱都亏在哪了,0.3031921982765198
千金感谢微博朋友的生日祝福,0.06231856346130371
印度底层有多悲惨,0.4286010265350342
德国政客呼吁冬天室内穿毛衣抵制俄能源,0.29519563913345337
24岁女孩烧伤928天后的重生,0.20161622762680054
夫妻二人因2胎姓氏起诉离婚,0.3843890428543091
在上海年薪三十万算什么水平,0.47432494163513184
电脑版微信登不上,0.12281608581542969
宋亚轩为家乡滨州加油,0.010744690895080566
原来小猫咪生气也会皱眉,0.027583420276641846
女子信土方补体虚3年脑内长6个瘤,0.4078856110572815
终于分得清荠菜了,0.010630130767822266
这是我的梦中情桌吧,0.057137489318847656
5步教你填报婴幼儿照护个税扣除,0.29304593801498413
孟晚舟称华为已穿过劫难黑障区,0.02949899435043335
无聊时突然想起自己有八只狗,0.06547099351882935
StrayKids获Billboard200一位,0.011733472347259521
金世佳曾经这么拧巴,0.4735667109489441
吉林新增本土确诊1055例,0.056564152240753174
安徽支援上海,0.08957940340042114
都江堰127吨蔬菜驰援上海,0.06910622119903564
张翰焦俊艳烽烟尽处合体海报,0.13499200344085693
吉林市新增本地无症状500例,0.03365588188171387
哪一刻你突然觉得青春结束了,0.11702638864517212
勇士vs灰熊,0.07859927415847778
系好安全带到底有多重要,0.1335127353668213
疫情中的长春,0.16096222400665283
湖北一幼师疑教唆全班围攻女孩,0.31728172302246094
美国是全球唯一制裁超级大国,0.05526822805404663
余生请多指教,0.25704193115234375
美国是乌克兰危机的始作俑者,0.015407860279083252
俄乌谈判乌克兰代表团抵达土耳其,0.33173316717147827
陈奕迅都不知道唱的是儿歌,0.24968308210372925
杭州每天10万斤早笋驰援上海,0.15349721908569336
唐山新增本土无症状73例,0.03260535001754761
晒晒你收到的蔬菜包,0.4425784945487976
俄方称欧盟对俄制裁只会有利于美国,0.3331215977668762
山东新增本土无症状41例,0.04368484020233154
7名工人被封毛坯房好心业主送衣送饭,0.3210054039955139
欧洲部分国家如不以卢布购买俄将停止供气,0.3727913498878479
沈阳要求管控区居民居家时也要佩戴口罩,0.21020102500915527
9省份集中排查整治超时加班,0.3124978542327881
华为轮值董事长再次重申不造车,0.34156280755996704
专家建议启动同居法立法研究,0.03173774480819702
女职工孕期有这些合法权益,0.060114264488220215
昆明一加工坊工人用嘴剥蚕豆皮,0.3651394248008728
假如宿舍的灯是声控灯,0.46181976795196533
河北新增6例本土确诊108例无症状,0.17915135622024536
被纪云禾长意奶奶抱整笑了,0.4707106947898865
两个动作锻炼腰椎,0.015879452228546143
7岁女童家门口失踪父母急寻,0.28978776931762695
疫情才是异地恋最大的考验,0.013447582721710205
张翰说一切的付出都是在享受张松龄的每一天,0.008112132549285889
已基本掌握MU5735残骸大致地下分布,0.02579718828201294
2岁男童咬碎体温计吞下水银,0.34881967306137085
大多数国家没有参与对俄制裁,0.25106436014175415
浙江支援上海,0.07839572429656982
情侣一样高是什么体验,0.3722473978996277
这些性教育图书可以和孩子一起读,0.013332664966583252
太空出差三人组开始打包收拾,0.29983699321746826
两部黑匣子相关译码工作正在进行,0.027742445468902588
社内相亲好甜,0.1778237223625183
顾昕想和怀孕的妻子离婚,0.07031840085983276
德国正在考虑购买导弹防御系统,0.09769117832183838
盲买一定好用的护肤单品,0.14647173881530762
檀健次演九头蛇妖相柳,0.02073800563812256
杭州富阳支援上海每天5万公斤笋,0.3319578766822815
keep回应系统崩了,0.1582821011543274
人类幼崽的快乐有多纯粹,0.031162023544311523
国家智慧教育平台正式上线,0.013757050037384033
眉山市丹棱县发生4.3级地震,0.3511521816253662
132名遇难者DNA比对工作已完成,0.12213891744613647
林之校帮顾魏解释误会,0.35026174783706665
林黛玉发疯文学为什么火了,0.021075546741485596
50元网购新书包打开发现5000元现金,0.2634246349334717
徐州中小学停止线下教学,0.17997300624847412
幼稚园杀手,0.24572855234146118
这根笔也太解压了,0.22403568029403687
汪文斌列举四项双重标准不可接受,0.12346071004867554
一起守沪,0.15039044618606567
这个画面我想象过无数次,0.013898491859436035
迪迦奥特曼导演去世,0.09578323364257812
坠机事故现场有黑蝴蝶飘落,0.23950958251953125
糖豆人,0.2481035590171814
集安30000份蔬菜包运抵长春,0.16611438989639282
仅依靠黑匣子不足以还原全部真相,0.33145397901535034
张晚意终于又演古装了,0.007955312728881836
室友的爸爸很担心他,0.18064355850219727
见过最主动的狗狗,0.20535147190093994
贾乃亮说生活终于对我下手了,0.00816255807876587
社内相亲,0.06699174642562866
keep崩了,0.1611899733543396
朱志鑫新歌深海,0.028192639350891113
难听,0.023020148277282715
浙江支援上海,0.07839572429656982
谷爱凌不讲儿化音挑战,0.04906505346298218
keep崩了,0.1611899733543396
